date,policy_type,start_stop,comments,total_phases,state
2020-05-16,manufacturing,start,"Policy_Details: All businesses are open but must establish and implement policies based on CDC guidance including: hygiene, intensify cleaning, physical distancing, protective equipment, limiting to 10 people when feasible. Phase Level: 1, Phase Details Source information: https://azgovernor.gov/sites/default/files/executive_order_2020-36_return_stronger.pdf",,AZ
2020-05-05,entertainment,start,"Policy_Details: "" Essential businesses open
- Existing construction that meets
 agreed upon criteria
- Landscaping
- Auto/RV/boat/ORV sales
- Retail (curb-side pick-up orders only)
- Car washes
- Pet walkers""   Source information: https://www.governor.wa.gov/sites/default/files/20-25.3%20-%20COVID-19%20Stay%20Home%20Stay%20Healthy%20-%20Reopening%20%28tmp%29.pdf?utm_medium=email&utm_source=govdelivery",,WA
2020-05-04,entertainment,start,"Policy_Details: """"""The previous statewide Stay-at-Home and mass gatherings orders are
lifted and mass gatherings of more than 10 individuals are prohibited.
[...]

Industries or functions that are already in operation pursuant to KEFF
may continue to function while, if possible, avoiding gatherings of more
than 10 individuals where social distancing measures are difficult to
maintain.

Any local government that decides to impose equal or more stringent
restrictions during this phase is permitted to do so, except with regards
to essential functions in KEFF.
Any federal restrictions imposed and still in effect must be followed."""" (p.9 of pdf in Source)""   Source information: https://covid.ks.gov/wp-content/uploads/2020/05/Reopen-Kansas-Framework-v5-1.pdf",,KS
2020-05-15,entertainment,start,"Policy_Details: statewide stay at home order lifted by governor.Edwards announced that Louisiana will be in Phase 1 of reopening from May 15 through June 5.
In Phase 1, the following businesses can open at 25% capacity with sanitation protocols and spacing for physical distancing: theaters, bars serving food, casinos and video poker, museums, zoos and aquariums. Bars without food permits, amusement parks, contact sports, playgrounds, theme parks, adult entertainment venues and other similar businesses will remain closed. Phase Level: 1, Phase Details Source information: https://gov.louisiana.gov/assets/Proclamations/2020/58-JBE-2020.pdf",3.0,LA
2020-06-05,phase 2,start,"Policy_Details: Governor signed Proclamation Number 74 JBE 2020: Phase 2 of WH plan. most businesses (dine in restaurants, bars, etc.; casinos/racetracks, barbershops/salons, shopping malls, fitness centers) and churches allowed to open at 50% capacity. nonessential businesses such as amusement parks still to be closed. Update June 22, 2020: Gov. John Bel Edwards announced that Louisiana will stay in Phase Two of reopening, as the number of COVID-19 cases and related hospitalizations have started to rise in several regions across the state. The Governor will extend his Phase Two order for another 28 days, keeping in place occupancy limits and other restrictions.  This order PROCLAMATION NUMBER 83 JBE 2020 was signed on June 25, 2020 Phase Level: 2, Phase Details Source information: https://gov.louisiana.gov/assets/Proclamations/2020/74-JBE-2020-State-of-Emergency-COVID-19-Resilient-Louisiana-Phase-2.pdf, https://gov.louisiana.gov/index.cfm/newsroom/detail/2561, https://gov.louisiana.gov/assets/Proclamations/2020/83-JBE-2020-State-of-Emergency-COVID-19-Resilient-Louisiana-Phase-2.pdf",3.0,LA
2020-03-24,shelter in place,start,State Policy Start,,IN
2020-05-20,phase 1,start,"Policy_Details: manufacturing, construction, real estate, utilities, hospitals, essential & non-essential retail , offices (WFH where possible), restaurants (outdoor only, no bar areas), outdoor recreation , outdoor museums & zoos open  Phase Level: 1, Phase Details Source information: https://portal.ct.gov/-/media/Office-of-the-Governor/News/20200526-Governors-Reopen-Report.pdf?la=en",3.0,CT
2020-09-07,entertainment,start,"Policy_Details: All businesses engaged in gaming, including the casino, video poker establishments, and e-gaming facilities, remain closed to the public   Source information: https://governor.gov.mp/news/press-releases/temporary-restrictions-lifted-cnmi-returns-to-community-vulnerability-level-blue/",5.0,MP
2020-06-05,phase 2,start,"Policy_Details: Governor Desantis Executive Order #2020-139: supersedes any conflict with previous Executive Orders 20-91, 20-92, 20-112 and 20-123 and starts Phase 2 of reopening  Phase Level: 2, Phase Details Source information: https://www.flgov.com/wp-content/uploads/orders/2020/EO_20-139.pdf",3.0,FL
2020-09-07,outdoor and recreation,start,"Policy_Details: All public parks, public pathways, and public beaches are open for all recreational activities and social gatherings per social distancing guidelines. The Grotto remains closed. Mañagaha Island is open for recreation and gatherings   Source information: https://governor.gov.mp/news/press-releases/temporary-restrictions-lifted-cnmi-returns-to-community-vulnerability-level-blue/",5.0,MP
2020-03-20,shelter in place,start,State Policy Start,,GU
2020-06-01,phase 3,start,"Policy_Details: Gov Stitt announced Phase 3 of OK plan to begin on June 1. 
Changes include: Summer camps (church and school) can open
Businesses can resume unrestricted staffing at their worksites by observing proper social distancing protocols.
Businesses operating by appointment only may begin operating by appointment and
walk-in at their discretion.
Limited visitation at hospitals may be reinstated, but visitation at long-term care facilities remains suspended, except for end-of-life situations.
Those 65 and older and vulnerable populations are encouraged to stay home.   Source information: https://www.tulsaworld.com/news/oklahoma-to-begin-phase-3-of-reopening-monday-after-covid-19-data-shows-promising-downward/article_542617ce-c9e8-5825-bfdd-db6796999793.html, https://www.okcommerce.gov/wp-content/uploads/Open-Up-and-Recover-Safely-Plan.pdf",,OK
2020-03-25,shelter in place,start,"Stay at home, effective March 25 at 8 a.m. Gov. Tony Evers initially thought he would not have to issue such an order, but later changed his mind. “You can still get out and walk the dogs — it’s good exercise and it’s good for everyone’s mental health — but please don’t take any other unnecessary trips,"" he said. ""Limit your travel to essential needs like going to the doctor, grabbing groceries or getting medication.”",,WI
2020-06-01,phase 3,start,"Policy_Details: Governor announced phase 3 of reopning: Businesses can resume unrestricted staffing at their work sites, and those previously operating by appointment only can begin accepting walk-in clients at their discretion. Summer camps can open in line with safety guidelines. Limited visitation to hospitals may be resume at the discretion of the facility. Phase Level: 3, Phase Details Source information: https://www.governor.ok.gov/articles/press_releases/oklahoma-to-begin-phase-3-of-open-up-and-recover",,OK
2020-05-28,phase 2,start,"Policy_Details: All industries: Social distancing Food and Drink: 50% capacity Fitness centers: 50% capacity Retail: 50% capacity Personal Care: 50% capacity, appointment only Movie Theaters: 50% capacity Outdoor performance venues: 50% capacity Houses of Worship: Social distancing Phase Level: 2, Phase Details Source information: https://governor.iowa.gov/sites/default/files/documents/Public%20Health%20Proclamation%20-%202020.05.26%20%281%29.pdf",,IA
2020-05-18,phase 2,start,"Policy_Details: ACT WITH CARE PHASE Open with physical distancing and ""Safe Practices"" (Hand washing, stay home if sick, face covering): Restaurants, Retail, Personal care, Offices, Museums, Theaters, Manufacturing/construction, Exercise facilities, Houses of worship, Childcare, Education (K-12), Accommodations Open with adjusted ""Safe Practices"": Outdoor spaces, Healthcare, Social assistance, Government, Agriculture   Source information: https://governor.hawaii.gov/wp-content/uploads/2020/05/2005088-ATG_Eighth-Supplementary-Proclamation-for-COVID-19-distribution-signed.pdf",,HI
2020-05-22,non-essential businesses,start,"Policy_Details: On May 22, capacity restrictions were lifted for retail stores in most counties.   Source information: https://www.washingtonpost.com/graphics/2020/national/states-reopening-coronavirus-map/",,TN
2020-03-20,shelter in place,start,Policy_Details: Prohibition of mass gatherings (over 50 people)   Source information: https://www.vi.gov/wp-content/uploads/2020/03/2020-03.23-12-54pm-Order-Suppl-Exec-Order-re-Restrictions-to-Movement-Gatherings-Operations-of-Business-Govt.-and-Schools-.pdf,,VI
2020-12-03,phase 2,start,"Policy_Details: Currently at 20% hospitalization. Indoor gatherings limited to 25% occupancy, parties of 8 with 6 ft. separation between parties. Outdoor gatherings limited to 100% occupancy, parties of 8 with 6 ft. separation between parties. Elective surgeries: All inpatient Class D & E surgeries postponed.   Source information: http://dhhs.ne.gov/Documents/DHM-Measure-Table-ENGLISH.pdf",4.0,NE
2020-03-23,non-essential businesses,start,Policy_Details: All taxicabs and safaris are limited to 50% capacity   Source information: https://www.vi.gov/wp-content/uploads/2020/03/2020-03.23-12-54pm-Order-Suppl-Exec-Order-re-Restrictions-to-Movement-Gatherings-Operations-of-Business-Govt.-and-Schools-.pdf,,VI
2020-03-24,shelter in place,start,"Stay at home, effective 12:01 a.m. EDT, March 24 until April 7.  Local news says it's set to expire April 13. On April 7, Extended through April 30.",,MI
2020-05-22,phase 2,start,"Policy_Details: On May 22, the state entered phase 2, which allows restaurants to open dine-in services and personal care businesses such as salons and barbershops at 50 percent capacity. Gatherings are limited to 10 people indoors and 25 people outdoors. Gyms, bars, nightclubs and indoor entertainment such as movie theaters will remain closed. The phase will last until at least June 26. Update June 24, 2020: Governor Roy Cooper signed EO #147- an extension of phase 2 (amending EO #141) to not expire until July 17 and new measures (requirement of face coverings, with exceptions, in many indoor/ public settings) Phase Level: 2, Phase Details Source information: https://www.washingtonpost.com/graphics/2020/national/states-reopening-coronavirus-map/, https://files.nc.gov/governor/documents/files/EO147-Phase-2-Extension.pdf",3.0,NC
2020-06-29,entertainment,stop,"Policy_Details: Mandatory social distancing.
Schools: CLOSED
All other businesses: 50% capacity or up to 10 people. Phase Level: 2, Phase Details Source information: https://www.ghs.guam.gov/jic-release-no-115-governor-signs-executive-order-2020-14-guam-pcor-2-sunday-pandemic-condition",4.0,GU
2020-06-01,phase 1,stop,Policy_Details: Part of the new Stay Safe Minnesota policies to allow some safe reopening and non-essential activities.    Source information: https://mn.gov/governor/assets/EO%2020-56%20Final_tcm1055-433768.pdf,4.0,MN
2020-06-15,outdoor and recreation,stop,"Policy_Details: All industries: practice social distancing
Retail: 25% capacity
No stated capacity limits on any other industries.   Source information: https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/pdf/economic-reopening61-15.pdf",,MO
2020-06-26,outdoor and recreation,stop,"Policy_Details: bars, breweries, wineries, distilleries and night clubs may reopen subject to social distancing protocols.    Source information: https://rebound.idaho.gov/wp-content/uploads/stage4-protocols-bars-breweries-wineries-distilleries-nightclubs.pdf",,ID
2020-05-31,phase 1,stop,"Policy_Details: ""During Phase I, we can gradually start to reopen economic and social activity. This will be a deliberate process, and is flexible to adapt to the situation. Some communities may be able to reopen at a faster rate, while others may need to continue restrictions to keep the virus from spreading. During Phase I, we should limit our activity and interactions and continue to maintain social distancing and practice good hygiene to protect our neighbors and ourselves. Citizens who feel sick should stay home! Continue to practice good hygiene, including: Washing hands with soap and water, or using hand sanitizer, especially after touching frequently used items or surfaces; Avoiding touching your face; Sneezing or coughing into a tissue, or the inside of your elbow; and Disinfecting frequently used items and surfaces as much as possible. Avoid socializing in groups that do not readily allow for appropriate physical distancing (receptions, trade shows, etc.). When in public (parks, outdoor recreation spaces, shopping malls, etc.), individuals should maximize physical distance from others. Minimize travel to the extent possible.""   Source information: https://governor.mo.gov/sites/gov/files/media/pdf/2020/04/Economic-Reopening-Phase-1.pdf",,MO
2020-10-02,phase 2,stop,"Policy_Details: Governor Kay Ivey issued seventeenth supplemental emergency proclamation containing an amended Safer at Home Order by Scott Harris (State Health Officer) on 8/27. No changes/staying the same as previously amended order. (Mask requirement in schools for employees and students in second grade and above and required in public when interacting within 6 feet with people of another household, subject to certain exceptions.  Some entertainment venues opened with guidelines, athletic activities allowed with social distancing and athletic facilities allowed to open with guidelines, education institutions/childcare/summer camp/personal care allowed to be open subject to guidelines. Retail = 50% capacity. Restaurants with limited seating, distancing, masks rules, etc. Beaches open with no limit on gatherings but 6 ft distancing required. Individuals must continue to shelter in place if vulnerable and all individuals to continue to practice social distancing.   Source information: https://governor.alabama.gov/assets/2020/08/Safer-at-Home-Order-Final-8.27.20.pdf",,AL
2020-08-17,phase 3,stop,"Policy_Details: *note: ""phases"" are not really used to describe MS reopening.  Statewide Safe Return Order (EO 1492, amended/extended by 1496,1500,1505,1508,1511) further extended to remain in effect until 8 am 8/17/2020. Signed by Governor Tate Reeves on July 30th.    Source information: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1514.pdf",,MS
2020-06-15,manufacturing,stop,"Policy_Details: Retail - 50% 
Personal Care - Mon-Sat
Outdoor and Recreations - Within curfew
   Source information: https://www.estado.pr.gov/en/executive-orders/",,PR
2020-05-29,shelter in place,stop,SAH was modified but extended to 5/29 https://coronavirus.ohio.gov/static/publicorders/Directors-Stay-Safe-Ohio-Order.pdf,,OH
2020-08-05,entertainment,stop,"Policy_Details: casinos and racetracks closed to entry, use, and occupancy   Source information: https://www.michigan.gov/whitmer/0,9309,7-387-90499_90705-535195--,00.html",,MI
2020-11-06,non-essential businesses,stop,Policy_Details: Emergency Order #3 limits the capacity of indoor spaces open to the public to 25% occupancy levels. Outdoor spaces and indoor spaces that are not publicly accessible are excluded from this order.    Source information: https://evers.wi.gov/Documents/COVID19/EmO03-LimitingPublicGatherings.pdf,4.0,WI
2020-08-31,phase 2,stop,"Policy_Details: *Georgia does not have phase numbers associated with restrictions/orders. Governor Brian Kemp signed Executive Order on August 15th to extend/amend the Empowering a Healthy Georgia order for another two weeks since the most recent order from the beginning of August that expired August 15th . The order is comprehensive and outlines the restrictions/reopening of different business types as well as limits on gatherings and requirements for businesses. Local governments in Georgia previously could not mandate face coverings, as noted in the previous order, but now are able to on a limited basis require them on government property when threshold met in a county (100+ cases per 100,000 people in previous 14 days). Face coverings are otherwise strongly encouraged.   Source information: https://gov.georgia.gov/executive-action/executive-orders/2020-executive-orders",,GA
2020-05-27,phase 1,stop,"Policy_Details: This is NOT an SIP/SAH. It is a Public Health Disaster Emergency Proclamation ""Today, [5/13/20] Governor Reynolds signed a new proclamation continuing the Public Health Disaster Emergency. The proclamation permits salons, barbershops, and massage and tattoo establishments to reopen throughout Iowa in a limited fashion with appropriate public health measures in place. It also permits restaurants (but not bars), fitness centers, libraries, and race tracks to reopen in the 22 counties where they have remained closed. These changes are effective at 5:00 a.m. on Friday, May 15. The proclamation continues the other ongoing closures and public health measures, including the prohibition on social, community, recreational, leisure, and sporting gatherings and events of more than 10 people, until 11:59 p.m. on May 27, 2020.""   Source information: https://governor.iowa.gov/sites/default/files/documents/Public%20Health%20Proclamation%20-%202020.05.13.pdf?utm_medium=email&utm_source=govdelivery",,IA
2020-05-13,shelter in place,stop,Wisconsin state supreme court strikes down stay-at-home order. https://govstatus.egov.com/wi-covid-19-press-releases,,WI
2020-08-31,phase 3,stop,"Policy_Details: Alexia Harrist, Wyoming State Health Officer, issued an updated public health order on gatherings of more than 50 people Phase Level: 3, Phase Details Source information: https://covid19.wyo.gov/governors-orders",,WY
2020-04-30,shelter in place,stop,"Stay at home, effective at 12:01 a.m. MDT, March 27 until at least May 1 Only certain counties",,TX
2020-09-30,non-essential businesses,stop,Policy_Details: Executive Order 1522 by Governor Tate Reeves - amending previous orders (including 1492) and extending restrictions to 9/30.  Retail businesses max 75% capacity (up from 50% in May).    Source information: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1522.pdf,,MS
2020-06-25,phase 2,stop,Policy_Details: No capacity limits on any industries.  Social distancing throughout.   Source information: https://quincy-network.s3.ca-central-1.amazonaws.com/wp-content/uploads/sites/4/2020/06/Iowa-Public-Health-Proclamation-2020.06.10-50-capacity-lifted.pdf,,IA
2020-12-15,manufacturing,stop,Policy_Details: All seafood processing workers arriving from out of state must follow quarantine protocols    Source information: https://covid19.alaska.gov/wp-content/uploads/2020/11/Outbreak-Health-Order-No-5-Appendix-01-Seafood-Processing-Workers.pdf,,AK
2020-07-31,outdoor and recreation,stop,Policy_Details: contact sport practices and non-contact sport competitions to reopen    Source information: https://coronavirus.ohio.gov/static/publicorders/2nd-Ext-Exp-2nd-Amended-Order-Contact-Sport.pdf,,OH
2020-07-03,non-essential businesses,stop,"Policy_Details: retail : stores & mall.common areas open at 100% occupancy, encouraged to limit hours of operation & designate hours for vulnerable customers (i.e. elderly)
personal care : spas, salons, barber shops, tattoo parlors, massage salons, etc. open, but (a) workstations spaced for social distancing, (b) workstations cleaned after each client, (c) services by appointment preferred, and (d) employees must wear face coverings, customers/clients should wear face coverings if possible    Source information: https://www.in.gov/gov/files/Executive%20Order%2020-32%20(Stage%204).pdf",,IN
2020-08-28,outdoor and recreation,stop,"Policy_Details: New Mexico Department of Health Public Health Order, amending/extending set of PH orders most recently amended July 13 with no major changes: Mass gatherings of any kind, outdoor and indoor, (5+) remain prohibited (no new change). Close-contact recreational facilities (like indoor movie theaters, museums, amusement parks, casinos, mini golf, aquariums, concert venues, clubs, etc.) remain closed.  Some recreational facilities (like outdoor golf courses, public swimming pools, outdoor tennis courts, summer youth programs, botanical gardens, zoos, etc.) may operate under guidelines, including state parks for day use only and only by NM residents, public swimming pools limited to lane swim and lessons and no spectators for horseracing tracks. Places of lodging no more than 50% capacity.  Close contact (personal care and fitness studios/gyms) businesses may continue to operate at 25% capacity.  (no new major changes, slight amendments to classification of recreational businesses)   Source information: https://cv.nmhealth.org/wp-content/uploads/2020/07/07.30.20-PHO.pdf",,NM
2020-07-27,entertainment,stop,Policy_Details: Pause operations: indoor movie theaters   Source information: https://azgovernor.gov/sites/default/files/eo_2020-43.pdf,,AZ
2020-06-07,non-essential businesses,stop,"Policy_Details: Phase 2 of the ""Ad Astra"" plan.   Phase Level: 2, Phase Details: Mass gatherings of more than 15 individuals will be prohibited;

All businesses and activities slated to open during Phase 2 will be allowed, with the exception of bars, night clubs and swimming pools. These will be moved to Phase 3;

Businesses and activities that will be allowed to open in Phase 2 include:

Recreational organized sports facilities, tournaments and practices will be allowed to begin on Friday, May 22, and must adhere to social distancing requirements and follow Parks and Recs guidelines, which can be found on covid.ks.gov;

Community Centers will be allowed to open, except for indoor and outdoor swimming pools;
Indoor leisure spaces such as arcades, trampoline parks, theaters, museums and bowling allies will be allowed to open on May 22;

State-owned-and-operated casinos will be allowed to open once their re-opening plan has been approved by the Kansas Department of Health and Environment;

In-person group exercise classes will be allowed to begin with groups of no more than 15 at a time. Locker rooms remain closed except for restroom facilities;

Everything opened in Phase 1 and Phase 1.5 remains open pursuant to the restrictions outlined in Executive Order 20-34. Source information: https://governor.kansas.gov/wp-content/uploads/2020/05/EO-20-34-Implementing-Phase-2-Executed.pdf",,KS
2020-07-27,non-essential businesses,stop,Policy_Details: Organizations must complete and submit a form as prescribed by the health department attesting that the entity is in compliance with guidelines.     Source information: https://azgovernor.gov/sites/default/files/eo_2020-43.pdf,,AZ
2020-07-05,phase 3,stop,Policy_Details: Outdoor pools in State Parks across NYS will open for July 4th weekend at reduced capacity with social distancing guidelines in place to help prevent the spread of COVID-19.    Source information: https://coronavirus.health.ny.gov/home,,NY
2020-06-30,non-essential businesses,stop,"Policy_Details: all retail & tanning salons open  Phase Level: 2, Phase Details Source information: https://www.maine.gov/covid19/restartingmaine ; Executive Order No. 55 FY 19/20 : https://www.maine.gov/governor/mills/sites/maine.gov.governor.mills/files/inline-files/An%20Order%20to%20Further%20Implement%20the%20Restarting%20Plan.pdf",3.0,ME
2020-11-08,entertainment,stop,"Policy_Details: On 9/30 amended Safer at Home order issued by Scott Harris, State Health Officer (previous order was set to expire 10/2, only change is for HOSPITALS AND NURSING HOMES- Subject to restrictions, patients and residents will be allowed visits from one caregiver or one visitor at a time):
WHAT’S STAYING THE SAME:
ENTERTAINMENT VENUES (SUCH AS ARCADES, THEATERS, BOWLING ALLEYS)
May open subject to social-distancing and sanitation rules and guidelines   Source information: https://governor.alabama.gov/assets/2020/09/GKI-0040-2020-Health-Order-Update-Nov-8-Horizontal-2.pdf,https://governor.alabama.gov/assets/2020/09/Safer-at-Home-Order-Final-9.29.2020.pdf",,AL
2020-06-12,entertainment,stop,"Policy_Details: Businesses opening their doors should have operational plants to mitigate risk. 
Gatherings between 10 - 50 people allowed if appropriate measures taken. 
bars can be open.  Nightclubs remain closed. Movie theaters allowed t o open.  Phase Level: 3, Phase Details Source information: https://rebound.idaho.gov/stages-of-reopening/",,ID
2020-12-02,non-essential businesses,stop,Policy_Details: Retail businesses and malls may operate at less than 75% capacity.   Source information: https://www.oregon.gov/gov/Documents/executive_orders/eo_20-65.pdf,,OR
2020-08-09,outdoor and recreation,stop,"Policy_Details: Executive Order 2020-586: Signed 7/19 by Governor Andy Beshear. Effective 7/10 at 5 pm for 30 days. Face coverings must be worn in most public settings, including indoor settings and outdoor settings where social distancing between households is not possible. Exceptions for age, disability, and active exercise/swimming when socially distant.    Source information: https://govsite-assets.s3.amazonaws.com/A59NLcxVTFG7ioyvncMY_20200709_Executive-Order_State-of-Emergency.pdf",,KY
2020-06-10,shelter in place,stop,"Stay at home, effective at March 30 Reported to end June 10 by Washington Post",,VA
2020-09-30,entertainment,stop,"Policy_Details: Executive Order 1522 by Governor Tate Reeves - amending previous orders (including 1492) and extending restrictions to 9/30.  Reception halls and conference centers can have up to 25% capacity and up to 75% capacity for seated dinners only, with maximum 10 guests per table with social distancing and 6 ft between table (easing from earlier restrictions of 25% capacity max and all events had to be seated).    Source information: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1522.pdf",,MS
2020-05-18,entertainment,stop,"Policy_Details: Stay at home order ended by governor on april 30th, statewide. Executive order to enter phase one.  Texas' stay-at-home order ended April 30. Gov. Greg Abbott allowed movie theaters, and museums to operate at 25% capacity starting May 1, saying businesses should operate with social distancing and sanitation measures in mind. Bars, interactive amusement venues, such as bowling alleys, remain closed. Phase Level: 1, Phase Details Source information: https://gov.texas.gov/uploads/files/press/EO-GA-18_expanded_reopening_of_services_COVID-19.pdf",,TX
2020-06-15,phase 2,stop,Policy_Details: All industries: practice social distancing Retail: 25% capacity No stated capacity limits on any other industries.   Source information: https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/pdf/economic-reopening61-15.pdf,,MO
2020-05-22,phase 1,stop,"Policy_Details: Governor Ivey amended Safer at Home Order to reopen some businesses including restaurants, bars, barber shops, salons, and gyms.  Atheltic actitivies with close contact and venues such as night clubs, casinos, arcades, and theaters to be closed.    Source information: https://governor.alabama.gov/newsroom/2020/05/governor-ivey-issues-amended-safer-at-home-order/, https://governor.alabama.gov/assets/2020/05/Safer-at-Home-Order-FINAL-5.8.2020.pdf",,AL
2020-09-11,phase 2,stop,"Policy_Details: Gov. John Bel Edwards signed proclamation 110 JBE 2020 order today that extends Phase Two (most businesses max 50% capacity) and the statewide mask mandate, closure of bars to on-site consumption and gathering size limits in Louisiana for another two weeks, until September 11, 2020 (current order expires Friday, August 28).   Source information: https://gov.louisiana.gov/assets/Proclamations/2020/110-JBE-2020-COVID-19-Public-Health-Emergency-Renewal-of-Phase-2.pdf",,LA
2020-11-06,outdoor and recreation,stop,Policy_Details: Emergency Order #3 limits the capacity of indoor spaces open to the public to 25% occupancy levels. Outdoor spaces and indoor spaces that are not publicly accessible are excluded from this order.    Source information: https://evers.wi.gov/Documents/COVID19/EmO03-LimitingPublicGatherings.pdf,4.0,WI
2020-06-07,entertainment,stop,"Policy_Details: Phase 2 of the ""Ad Astra"" plan.   Phase Level: 2, Phase Details: Mass gatherings of more than 15 individuals will be prohibited;

All businesses and activities slated to open during Phase 2 will be allowed, with the exception of bars, night clubs and swimming pools. These will be moved to Phase 3;

Businesses and activities that will be allowed to open in Phase 2 include:

Recreational organized sports facilities, tournaments and practices will be allowed to begin on Friday, May 22, and must adhere to social distancing requirements and follow Parks and Recs guidelines, which can be found on covid.ks.gov;

Community Centers will be allowed to open, except for indoor and outdoor swimming pools;
Indoor leisure spaces such as arcades, trampoline parks, theaters, museums and bowling allies will be allowed to open on May 22;

State-owned-and-operated casinos will be allowed to open once their re-opening plan has been approved by the Kansas Department of Health and Environment;

In-person group exercise classes will be allowed to begin with groups of no more than 15 at a time. Locker rooms remain closed except for restroom facilities;

Everything opened in Phase 1 and Phase 1.5 remains open pursuant to the restrictions outlined in Executive Order 20-34. Source information: https://governor.kansas.gov/wp-content/uploads/2020/05/EO-20-34-Implementing-Phase-2-Executed.pdf",,KS
2020-10-02,non-essential businesses,stop,"Policy_Details: *phase 2.5 
Governor Roy Cooper signed Executive Order 163 on 9/1: Revised prohibitions and restrictions that move the state in Safer at Home Phase 2.5 measures.
what changes in this order: 
- Museums and aquariums can open at 50% capacity.
- Fitness and competitive physical activity facilities can open at 30% capacity.
- All employers in North Carolina are strongly encouraged to provide face coverings to their employees.
what remains the same: 
- Bars, nightclubs, movie theaters, amusement parks, dance halls and other entertainment facilities will remain closed.
- Personal care businesses, such as hair salons, nail salons, barber shops and more remain subject to capacity limits and other requirements.
   Source information: https://files.nc.gov/governor/documents/files/EO163-New-Phase-2.5.pdf",,NC
2020-06-12,non-essential businesses,stop,"Policy_Details: Businesses opening their doors should have operational plants to mitigate risk. 
Gatherings between 10 - 50 people allowed if appropriate measures taken. 
bars can be open.  Nightclubs remain closed. Movie theaters allowed t o open.  Phase Level: 3, Phase Details Source information: https://rebound.idaho.gov/stages-of-reopening/",,ID
2020-06-01,phase 2,stop,"Policy_Details: phase 2 begins in Cass County  Phase Level: 2, Phase Details Source information: https://backontrack.in.gov/files/BackOnTrack-IN_WhatsOpen-Closed-stage2.pdf",5.0,IN
2020-06-25,entertainment,stop,Policy_Details: Movie theaters and performance venues: social distancing   Source information: https://governor.iowa.gov/sites/default/files/documents/Public%20Health%20Proclamation%20-%202020.06.10.pdf,,IA
2020-06-30,non-essential businesses,stop,Policy_Details: Restaurants / Food Services & Personal Care mat reopen   Source information: https://forward.ny.gov/phase-three-industries,,NY
2020-08-07,outdoor and recreation,stop,"Policy_Details: On 7/23 Gov. John Bel Edwards signed Proclamation 96 JBE 2020 extending Phase 2 which also included a mask mandate (face covering must be worn by all, with exceptions, when inside a commercial establishment or any other building or space open to the public, whether indoor or outdoor)
Gyms and fitness centers:
a) No establishment shall exceed 50% of the total occupancy as determined by the State Fire Marshal.
b) Waiting rooms, lobbies, or other areas where members of the public may congregate (except for bathrooms) shall be closed to the public. Members of the public should be required to wait outside, while maintaining social distancing, or in vehicles. 

To further prevent the spread of COVID-19, crowd sizes shall be limited to no
more than 50 people in any single indoor space at the same time. Crowd sizes are limited to no more than 50 people in any single outdoor space where individuals will be in close proximity to one another and unable to maintain strict  social distancing of six feet apart from individuals who are not immediate household members.    Source information: https://gov.louisiana.gov/assets/Proclamations/2020/96-JBE-2020-State-of-Emergency-COVID-19-Resilient-Louisiana-Phase-2.pdf",,LA
2020-06-29,phase 4,stop,"Policy_Details: migrant camps for seasonal agricultural workers open with guidelines : separate beds by 6 ft. ; isolation housing, dining, bathroom facilities for COVID-19 suspected & confirmed residents ; medical evaluation at local health dept. or federally qualified health center for COVID-19 suspected & confirmed residents ; PPE for those delivering food & water to isolated residents  Phase Level: 4, Phase Details Source information: https://www.michigan.gov/whitmer/0,9309,7-387-90499_90705-530679--,00.html",6.0,MI
2020-10-30,outdoor and recreation,stop,"Policy_Details: Social or recreational gatherings are limited to less than 50 people, subject to certain exceptions and does not include worship services, weddings, funerals, or events related thereto.   Source information: https://publications.tnsosfiles.com/pub/execorders/exec-orders-lee63.pdf",,TN
2020-08-10,outdoor and recreation,stop,Policy_Details: Executive Order pausing gym and fitness provider operations.   Source information: https://www.azcommerce.com/covid-19/business-guidance/reopening-guidance-gyms-fitness-providers/,1.0,AZ
2020-12-31,outdoor and recreation,stop,Policy_Details: Sport event fan attendance limited to household members with 6 ft. separation.   Source information: http://dhhs.ne.gov/Documents/DHM-Measure-Table-ENGLISH.pdf,4.0,NE
2020-06-05,manufacturing,stop,"Policy_Details: The new order clarifies that generally all businesses that are within the counties that have been moved to the low risk phase are operating if they can meet and adhere to the specific guidelines. For clarity, the order states symptom checking in public and business interactions should happen when feasible. 

The guidance for  K-12 education addresses the resumption of school activities, including sports, under jurisdiction of district and school authorities in adherence to indoor and outdoor guidelines. 

Regarding higher education, campuses may be open for in-person classes with increased cleaning and hygiene regimen.   Source information: https://coronavirus.utah.gov/governor-issues-executive-order-releasing-updated-guidelines-for-low-risk-phase-in-the-utah-leads-together-plan/",,UT
2020-06-20,entertainment,stop,"Policy_Details: museums & zoos open with restrictions  Phase Level: 1, Phase Details Source information: https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-7PP.pdf",3.0,CT
